Day;EnergyConsumptionDailyCumulative;EnergyConsumptionAverage;EnergyConsumptionDailyMaximum;EnergyConsumptionDailyMinimum;HeatingDailyCumulative;HeatingAverage ;HeatingDailyMaximum;HeatingDailyMinimum;CoolingDailyCumulative;CoolingAverage ;CoolingDailyMaximum;CoolingDailyMinimum;LightingDailyCumulative;LightingAverage ;LightingDailyMaximum;LightingDailyMinimum;PlugLoadsDailyCumulative;PlugLoadsAverage ;PlugLoadsDailyMaximum;PlugLoadsDailyMinimum;CarbonEquivalentEmissionsDailyCumulative;CarbonEquivalentEmissionsAverage ;CarbonEquivalentEmissionsDailyMaximum;CarbonEquivalentEmissionsDailyMinimum
247;25.286626;1.053609;2.159042;0.307832;0;0;0;0;10.744623;0.447693;1.215898;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.741625;0.322568;0.661001;0.094244
248;25.492259;1.062177;2.149105;0.307832;0;0;0;0;10.950256;0.456261;1.205962;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.804581;0.325191;0.657959;0.094244
249;27.044216;1.126842;2.262624;0.307832;0;0;0;0;12.502213;0.520926;1.319481;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.27972;0.344988;0.692714;0.094244
250;25.81533;1.075639;2.185915;0.307832;0;0;0;0;11.273327;0.469722;1.242771;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.903491;0.329312;0.669229;0.094244
251;17.340566;0.722524;1.842047;0.23485;0;0;0;0;9.586765;0.399449;1.318078;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.3089;0.221204;0.563952;0.071901
252;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
253;20.195943;0.841498;1.540241;0.307832;0;0;0;0;5.65394;0.235581;0.597097;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.183088;0.257629;0.471552;0.094244
254;21.650212;0.902092;1.821116;0.307832;0;0;0;0;7.108209;0.296175;0.877972;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.628319;0.27618;0.557544;0.094244
255;25.156194;1.048175;2.156361;0.307832;0;0;0;0;10.614192;0.442258;1.213217;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.701693;0.320904;0.660181;0.094244
256;26.949338;1.122889;2.314058;0.307832;0;0;0;0;12.407336;0.516972;1.370915;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.250673;0.343778;0.70846;0.094244
257;25.172351;1.048848;2.094898;0.307832;0;0;0;0;10.630348;0.442931;1.151755;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.706639;0.32111;0.641363;0.094244
258;16.505879;0.687745;1.731439;0.23485;0;0;0;0;8.752078;0.36467;1.207471;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.053356;0.210557;0.530089;0.071901
259;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
260;21.774087;0.907254;1.701829;0.307832;0;0;0;0;7.232084;0.301337;0.758686;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.666244;0.27776;0.521023;0.094244
261;24.255448;1.010644;2.062713;0.307832;0;0;0;0;9.713445;0.404727;1.119569;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.425925;0.309414;0.63151;0.094244
262;23.645375;0.985224;2.033184;0.307832;0;0;0;0;9.103372;0.379307;1.090041;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.239148;0.301631;0.622469;0.094244
263;23.401396;0.975058;1.977192;0.307832;0;0;0;0;8.859394;0.369141;1.034048;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.164453;0.298519;0.605327;0.094244
264;25.197019;1.049876;2.124519;0.307832;0;0;0;0;10.655016;0.443959;1.181375;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.714192;0.321425;0.650432;0.094244
265;15.762709;0.65678;1.62654;0.23485;0;0;0;0;8.008908;0.333705;1.102571;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;4.825831;0.201076;0.497973;0.071901
266;6.404103;0.266838;0.531606;0.23485;0;0;0;0;0.767697;0.031987;0.296756;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.960648;0.081694;0.162754;0.071901
267;30.811573;1.283816;2.565236;0.307832;0;0;0;0;16.26957;0.677899;1.622092;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.433115;0.393046;0.78536;0.094244
268;28.39254;1.183022;2.294281;0.307832;0;0;0;0;13.850537;0.577106;1.351138;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.692516;0.362188;0.702406;0.094244
269;27.324653;1.138527;2.257573;0.307832;0;0;0;0;12.782651;0.53261;1.314429;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.365578;0.348566;0.691167;0.094244
270;26.672516;1.111355;2.039355;0.307832;0;0;0;0;12.130513;0.505438;1.096211;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.165922;0.340247;0.624359;0.094244
271;28.317302;1.179888;2.2549;0.307832;0;0;0;0;13.775299;0.573971;1.311756;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.669482;0.361228;0.690349;0.094244
272;17.397083;0.724878;1.720256;0.23485;0;0;0;0;9.643282;0.401803;1.196287;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.326203;0.221925;0.526665;0.071901
273;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
274;18.626467;0.776103;1.401018;0.307832;0;0;0;0;4.084464;0.170186;0.457875;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.702585;0.237608;0.428929;0.094244
275;20.655095;0.860629;1.705118;0.307832;0;0;0;0;6.113092;0.254712;0.761974;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.323659;0.263486;0.52203;0.094244
276;22.16436;0.923515;1.801309;0.307832;0;0;0;0;7.622357;0.317598;0.858165;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.785728;0.282739;0.55148;0.094244
277;20.329693;0.847071;1.554206;0.307832;0;0;0;0;5.787691;0.241154;0.611062;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.224036;0.259335;0.475828;0.094244
278;16.274538;0.678106;1.203312;0.307832;0;0;0;0;1.732535;0.072189;0.260168;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.98253;0.207605;0.3684;0.094244
279;9.113915;0.379746;0.811586;0.23485;0;0;0;0;1.360114;0.056671;0.287618;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.79027;0.116261;0.248471;0.071901
280;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
281;16.345937;0.681081;1.221066;0.307832;0;0;0;0;1.803934;0.075164;0.277923;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.004389;0.208516;0.373835;0.094244
282;18.646691;0.776945;1.38615;0.307832;0;0;0;0;4.104688;0.171029;0.443006;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.708777;0.237866;0.424377;0.094244
283;21.251957;0.885498;1.736789;0.307832;0;0;0;0;6.709954;0.279581;0.793645;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.506391;0.2711;0.531726;0.094244
284;19.842185;0.826758;1.463546;0.307832;0;0;0;0;5.300182;0.220841;0.520402;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.074783;0.253116;0.448072;0.094244
285;17.514866;0.729786;1.311109;0.307832;0;0;0;0;2.972863;0.123869;0.367966;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.362263;0.223428;0.401403;0.094244
286;9.526675;0.396945;0.750839;0.23485;0;0;0;0;1.772874;0.07387;0.22687;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.916639;0.121527;0.229873;0.071901
287;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
288;15.494079;0.645587;1.128823;0.307832;0;0;0;0;0.952076;0.03967;0.185679;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.743589;0.19765;0.345595;0.094244
289;16.331545;0.680481;1.301679;0.307832;0;0;0;0;1.789542;0.074564;0.358536;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.999983;0.208333;0.398516;0.094244
290;17.93798;0.747416;1.406965;0.307832;0;0;0;0;3.395977;0.141499;0.463821;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.491801;0.228825;0.430749;0.094244
291;18.295445;0.76231;1.387697;0.307832;0;0;0;0;3.753442;0.156393;0.444553;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.601241;0.233385;0.42485;0.094244
292;15.138001;0.63075;1.093921;0.307832;0;0;0;0;0.595999;0.024833;0.150777;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.634574;0.193107;0.334909;0.094244
293;7.787506;0.324479;0.54624;0.23485;0;0;0;0;0.033704;0.001404;0.022271;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.384183;0.099341;0.167234;0.071901
294;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
295;17.556074;0.731503;1.387744;0.307832;0;0;0;0;3.014071;0.125586;0.4446;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.374879;0.223953;0.424865;0.094244
296;17.913478;0.746395;1.374747;0.307832;0;0;0;0;3.371475;0.140478;0.431604;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.4843;0.228512;0.420886;0.094244
297;15.820604;0.659192;1.135609;0.307832;0;0;0;0;1.278601;0.053275;0.192465;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.843556;0.201815;0.347672;0.094244
298;17.075543;0.711481;1.36739;0.307832;0;0;0;0;2.53354;0.105564;0.424246;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.227762;0.217823;0.418633;0.094244
299;17.333059;0.722211;1.351478;0.307832;0;0;0;0;2.791057;0.116294;0.408334;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.306602;0.221108;0.413762;0.094244
300;8.782329;0.36593;0.759053;0.23485;0;0;0;0;1.028528;0.042855;0.235085;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.688753;0.112031;0.232388;0.071901
301;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
302;14.855714;0.618988;0.943144;0.307832;0.313711;0.013071;0.170489;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.472471;0.186353;0.288748;0.094244
303;15.116754;0.629865;0.943144;0.307832;0.574751;0.023948;0.277145;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.489417;0.187059;0.288748;0.094244
304;15.551689;0.647987;0.943144;0.307832;1.009687;0.04207;0.456948;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.517653;0.188236;0.288748;0.094244
305;15.05476;0.627282;0.943144;0.307832;0.512757;0.021365;0.24484;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.485393;0.186891;0.288748;0.094244
306;14.922447;0.621769;0.943144;0.307832;0.380444;0.015852;0.195641;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.476804;0.186533;0.288748;0.094244
307;8.472584;0.353024;0.826951;0.23485;0.718783;0.029949;0.503214;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.420526;0.100855;0.160416;0.071901
308;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
309;16.81607;0.70067;1.293654;0.307832;2.274067;0.094753;0.969916;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.599733;0.191656;0.288748;0.094244
310;16.527692;0.688654;1.132226;0.307832;1.985689;0.082737;0.808488;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.581012;0.190876;0.288748;0.094244
311;16.366029;0.681918;1.077373;0.307832;1.824026;0.076001;0.753636;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.570518;0.190438;0.288748;0.094244
312;15.906001;0.66275;0.946647;0.307832;1.363998;0.056833;0.622909;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.540654;0.189194;0.288748;0.094244
313;15.404939;0.641872;0.943144;0.307832;0.862936;0.035956;0.391329;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.508126;0.187839;0.288748;0.094244
314;8.294511;0.345605;0.746997;0.23485;0.540709;0.02253;0.423259;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.408966;0.100374;0.160416;0.071901
315;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
316;17.02587;0.709411;1.298478;0.307832;2.483867;0.103494;0.97474;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.613353;0.192223;0.290363;0.094244
317;16.982041;0.707585;1.255777;0.307832;2.440038;0.101668;0.93204;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.610508;0.192104;0.293654;0.094244
318;16.780161;0.699173;1.221629;0.307832;2.238158;0.093257;0.897891;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.597402;0.191558;0.289342;0.094244
319;18.683287;0.77847;1.520804;0.307832;4.141284;0.172554;0.881643;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.720949;0.196706;0.326249;0.094244
320;20.194345;0.841431;1.790173;0.307832;5.652342;0.235514;1.466435;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.819043;0.200793;0.328371;0.094244
321;21.28725;0.886969;2.067821;0.23485;13.533448;0.563894;1.724929;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;3.252426;0.135518;0.260639;0.071901
322;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
323;29.084259;1.211844;3.082015;0.307832;14.542256;0.605927;2.758277;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.396157;0.22484;0.36976;0.094244
324;29.228751;1.217865;2.55117;0.307832;14.686749;0.611948;2.227432;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.405537;0.225231;0.388466;0.094244
325;23.000777;0.958366;2.582934;0.307832;8.458774;0.352449;2.259197;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.001231;0.208385;0.35654;0.094244
326;24.306441;1.012768;2.183268;0.307832;9.764438;0.406852;1.696334;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.085991;0.211916;0.369254;0.094244
327;24.841622;1.035068;2.236394;0.307832;10.299619;0.429151;1.912656;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.120734;0.213364;0.348909;0.094244
328;18.638715;0.776613;2.127259;0.23485;10.884914;0.453538;1.803521;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;3.080489;0.128354;0.240981;0.071901
329;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
330;25.691217;1.070467;2.939919;0.307832;11.149214;0.464551;2.616182;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.175888;0.215662;0.376232;0.094244
331;23.142745;0.964281;2.440125;0.307832;8.600742;0.358364;2.116387;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.010447;0.208769;0.361435;0.094244
332;19.72769;0.821987;1.982711;0.307832;5.185688;0.21607;1.658973;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.788749;0.199531;0.319973;0.094244
333;17.876186;0.744841;1.52413;0.307832;3.334183;0.138924;1.200392;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.668554;0.194523;0.296029;0.094244
334;17.575864;0.732328;1.336848;0.307832;3.033861;0.126411;1.01311;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.649057;0.193711;0.300081;0.094244
335;13.690901;0.570454;1.721511;0.23485;5.9371;0.247379;1.397773;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.759288;0.11497;0.21697;0.071901
336;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
337;29.675065;1.236461;2.527812;0.307832;15.133062;0.630544;2.204074;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.434511;0.226438;0.386282;0.094244
338;33.744031;1.406001;2.83141;0.307832;19.202028;0.800085;2.31831;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.698659;0.237444;0.41133;0.094244
339;34.283;1.428458;2.54716;0.307832;19.740998;0.822542;2.207654;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.733648;0.238902;0.392877;0.094244
340;32.913668;1.371403;2.79558;0.307832;18.371665;0.765486;2.340422;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.644754;0.235198;0.409004;0.094244
341;31.619184;1.317466;2.694904;0.307832;17.077182;0.711549;2.230644;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.560719;0.231697;0.402468;0.094244
342;18.650394;0.7771;2.483528;0.23485;10.896593;0.454025;2.15979;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;3.081247;0.128385;0.242924;0.071901
343;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
344;33.299052;1.38746;2.968293;0.307832;18.757049;0.781544;2.425216;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.669772;0.23624;0.420216;0.094244
345;32.344342;1.347681;3.089485;0.307832;17.802339;0.741764;2.603087;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.607794;0.233658;0.428084;0.094244
346;35.363252;1.473469;2.990455;0.307832;20.82125;0.867552;2.639552;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.803775;0.241824;0.421655;0.094244
347;40.263792;1.677658;3.293436;0.307832;25.721789;1.071741;2.677264;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.121907;0.255079;0.441324;0.094244
348;33.363448;1.390144;3.000658;0.307832;18.821445;0.784227;2.67692;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.673952;0.236415;0.398027;0.094244
349;22.645663;0.943569;2.939637;0.23485;14.891862;0.620494;2.615899;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;3.340611;0.139192;0.268932;0.071901
350;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
351;41.173778;1.715574;3.756084;0.307832;26.631775;1.109657;3.432346;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.180981;0.257541;0.439393;0.094244
352;39.648434;1.652018;3.485889;0.307832;25.106431;1.046101;3.162151;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.08196;0.253415;0.450662;0.094244
353;34.041468;1.418394;3.336615;0.307832;19.499465;0.812478;3.012877;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.717968;0.238249;0.429273;0.094244
354;31.691365;1.320474;3.237362;0.307832;17.149362;0.714557;2.764324;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.565404;0.231892;0.437684;0.094244
355;29.683223;1.236801;2.930913;0.307832;15.14122;0.630884;2.607176;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.43504;0.22646;0.417474;0.094244
356;23.352845;0.973035;3.00891;0.23485;15.599044;0.64996;2.685172;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;3.38652;0.141105;0.28609;0.071901
357;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
358;46.944562;1.956023;3.666919;0.307832;32.402559;1.350107;3.269672;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.555608;0.27315;0.46557;0.094244
359;36.656415;1.527351;3.349197;0.307832;22.114412;0.921434;3.025459;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.887724;0.245322;0.421983;0.094244
360;34.822594;1.450941;2.909118;0.307832;20.280591;0.845025;2.58538;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.768677;0.240362;0.400939;0.094244
361;30.966648;1.290277;2.832299;0.307832;16.424645;0.68436;2.508561;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.518357;0.229932;0.393013;0.094244
362;36.277573;1.511566;3.109318;0.307832;21.73557;0.905649;2.562863;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.863131;0.244297;0.429371;0.094244
363;25.672807;1.0697;3.040471;0.23485;17.919005;0.746625;2.716733;0;0;0;0;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;3.537126;0.14738;0.289504;0.071901
364;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
365;36.0051;1.500212;3.162518;0.307832;21.463097;0.894296;2.83878;0;0;0;0;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.845442;0.24356;0.412691;0.094244
